sample_id,lab_id,sample_type,project_area,anomaly_id,easting,northing,rl,from_m,to_m,interval_m,au_ppm,as_ppm,sb_ppm,bi_ppm,cu_ppm,zn_ppm,pb_ppm,ag_ppm,below_detection
RC.BH20.079,1033.0,rc,Shamkya,An1,498835.585,2144410.407,256.652,78.0,79.0,1.0,0.005,6.0,0.26,0.14,10.6,114.0,5.7,0.1,True
RC.BH20.080,1034.0,rc,Shamkya,An1,498835.585,2144410.407,255.652,79.0,80.0,1.0,0.005,5.3,0.22,0.15,33.1,81.0,5.7,0.12,True
RC.BH20.081,1035.0,rc,Shamkya,An1,498835.585,2144410.407,254.652,80.0,81.0,1.0,0.005,3.2,0.2,0.07,6.7,87.0,4.7,0.04,True
RC.BH20.082,1036.0,rc,Shamkya,An1,498835.585,2144410.407,253.652,81.0,82.0,1.0,0.005,0.5,0.06,0.07,4.4,78.0,4.4,0.02,True
RC.BH20.083,1037.0,rc,Shamkya,An1,498835.585,2144410.407,252.652,82.0,83.0,1.0,0.005,0.8,0.07,0.06,5.8,98.0,4.1,0.03,True
RC.BH20.084,1038.0,rc,Shamkya,An1,498835.585,2144410.407,251.652,83.0,84.0,1.0,0.005,0.7,0.07,0.1,5.1,116.0,4.3,0.03,True
RC.BH20.085,1039.0,rc,Shamkya,An1,498835.585,2144410.407,250.652,84.0,85.0,1.0,0.005,0.7,0.07,0.09,7.6,78.0,5.0,0.03,True
RC.BH20.086,1040.0,rc,Shamkya,An1,498835.585,2144410.407,249.652,85.0,86.0,1.0,0.01,2.2,0.12,0.1,12.7,45.0,9.6,0.05,False
RC.BH20.087,1041.0,rc,Shamkya,An1,498835.585,2144410.407,248.652,86.0,87.0,1.0,0.005,1.7,0.13,0.07,7.1,59.0,11.6,0.04,True
RC.BH20.088,1042.0,rc,Shamkya,An1,498835.585,2144410.407,247.652,87.0,88.0,1.0,0.005,1.9,0.18,0.1,12.2,41.0,8.4,0.04,True
RC.BH20.089,1043.0,rc,Shamkya,An1,498835.585,2144410.407,246.652,88.0,89.0,1.0,0.005,0.9,0.11,0.1,6.2,68.0,4.5,0.03,True
RC.BH20.090,1044.0,rc,Shamkya,An1,498835.585,2144410.407,245.652,89.0,90.0,1.0,0.005,1.4,0.09,0.07,10.0,67.0,5.2,0.03,True
RC.BH20.091,1045.0,rc,Shamkya,An1,498835.585,2144410.407,244.652,90.0,91.0,1.0,0.005,2.4,0.17,0.05,9.5,80.0,4.3,0.06,True
RC.BH20.092,1046.0,rc,Shamkya,An1,498835.585,2144410.407,243.652,91.0,92.0,1.0,0.005,1.1,0.08,0.07,9.8,74.0,3.8,0.03,True
RC.BH21.008,1047.0,rc,Shamkya,An1,498848.164,2144441.389,325.248,9.0,10.0,1.0,0.005,1.1,0.06,0.24,56.9,108.0,10.4,0.04,True
RC.BH21.009,1048.0,rc,Shamkya,An1,498848.164,2144441.389,324.248,10.0,11.0,1.0,0.005,1.6,0.17,0.39,17.4,87.0,6.4,0.03,True
RC.BH21.010,1049.0,rc,Shamkya,An1,498848.164,2144441.389,323.248,11.0,12.0,1.0,0.005,2.0,0.08,0.17,51.3,66.0,8.4,0.07,True
RC.BH21.011,1050.0,rc,Shamkya,An1,498848.164,2144441.389,322.248,12.0,13.0,1.0,0.005,1.9,0.08,0.12,34.8,55.0,11.3,0.07,True
,1051.0,rc,Shamkya,An1,,,,,,,0.8,34.5,0.34,5.37,639.0,163.0,72.1,1.35,False
RC.BH21.012,1052.0,rc,Shamkya,An1,498848.164,2144441.389,321.248,13.0,14.0,1.0,0.005,11.6,0.54,0.3,36.9,54.0,10.5,0.12,True
RC.BH21.013,1053.0,rc,Shamkya,An1,498848.164,2144441.389,320.248,14.0,15.0,1.0,0.005,4.1,0.24,0.1,14.7,75.0,9.9,0.14,True
RC.BH21.014,1054.0,rc,Shamkya,An1,498848.164,2144441.389,319.248,15.0,16.0,1.0,0.01,4.2,0.29,0.63,42.0,154.0,18.4,0.08,False
RC.BH21.015,1055.0,rc,Shamkya,An1,498848.164,2144441.389,318.248,16.0,17.0,1.0,0.005,3.8,0.14,0.78,33.4,108.0,13.8,0.09,True
RC.BH21.016,1056.0,rc,Shamkya,An1,498848.164,2144441.389,317.248,17.0,18.0,1.0,0.005,4.3,0.21,0.9,28.1,32.0,6.9,0.08,True
RC.BH21.017,1057.0,rc,Shamkya,An1,498848.164,2144441.389,316.248,18.0,19.0,1.0,0.005,2.2,0.2,2.56,30.7,47.0,8.6,0.14,True
RC.BH21.018,1058.0,rc,Shamkya,An1,498848.164,2144441.389,315.248,19.0,20.0,1.0,0.005,3.0,0.25,1.52,33.6,181.0,9.6,0.19,True
RC.BH21.019,1059.0,rc,Shamkya,An1,498848.164,2144441.389,314.248,20.0,21.0,1.0,0.01,6.2,0.23,1.92,72.5,107.0,10.2,0.17,False
RC.BH21.020,1060.0,rc,Shamkya,An1,498848.164,2144441.389,313.248,21.0,22.0,1.0,1.8,22.3,0.38,35.6,992.0,55.0,165.5,4.65,False
RC.BH21.021,1061.0,rc,Shamkya,An1,498848.164,2144441.389,312.248,22.0,23.0,1.0,0.48,33.4,0.33,4.56,655.0,165.0,67.9,0.74,False
,1062.0,rc,Shamkya,An1,,,,,,,0.005,0.4,0.025,0.06,7.0,7.0,15.7,0.02,True
RC.BH21.022,1063.0,rc,Shamkya,An1,498848.164,2144441.389,311.248,23.0,24.0,1.0,0.07,6.2,0.13,0.55,52.9,121.0,66.7,0.24,False
RC.BH21.023,1064.0,rc,Shamkya,An1,498848.164,2144441.389,310.248,24.0,25.0,1.0,0.01,26.8,0.21,0.45,21.3,104.0,33.7,0.32,False
RC.BH21.024,1065.0,rc,Shamkya,An1,498848.164,2144441.389,309.248,25.0,26.0,1.0,0.49,11.7,0.13,2.43,39.2,232.0,159.0,1.19,False
RC.BH21.025,1066.0,rc,Shamkya,An1,498848.164,2144441.389,308.248,26.0,27.0,1.0,0.04,20.2,0.22,3.33,72.8,301.0,243.0,1.89,False
RC.BH21.026,1067.0,rc,Shamkya,An1,498848.164,2144441.389,307.248,27.0,28.0,1.0,0.01,40.4,0.44,0.36,103.0,92.0,5.8,0.58,False
RC.BH21.027,1068.0,rc,Shamkya,An1,498848.164,2144441.389,306.248,28.0,29.0,1.0,0.01,15.9,0.3,0.19,66.3,84.0,8.0,0.44,False
RC.BH21.028,1069.0,rc,Shamkya,An1,498848.164,2144441.389,305.248,29.0,30.0,1.0,0.06,16.9,0.12,3.08,25.1,46.0,22.6,0.49,False
RC.BH21.029,1070.0,rc,Shamkya,An1,498848.164,2144441.389,304.248,30.0,31.0,1.0,0.57,14.2,0.16,1.7,46.0,50.0,18.7,0.91,False
RC.BH21.030,1071.0,rc,Shamkya,An1,498848.164,2144441.389,303.248,31.0,32.0,1.0,3.27,27.0,0.27,5.47,352.0,478.0,115.5,1.87,False
RC.BH21.031,1072.0,rc,Shamkya,An1,498848.164,2144441.389,302.248,32.0,33.0,1.0,0.08,2.0,0.11,0.39,52.8,157.0,6.7,0.08,False
RC.BH21.032,1073.0,rc,Shamkya,An1,498848.164,2144441.389,301.248,33.0,34.0,1.0,0.01,0.7,0.09,0.19,16.9,141.0,4.5,0.05,False
RC.BH21.033,1074.0,rc,Shamkya,An1,498848.164,2144441.389,300.248,34.0,35.0,1.0,0.005,1.5,0.13,0.2,19.2,245.0,4.2,0.03,True
RC.BH21.034,1075.0,rc,Shamkya,An1,498848.164,2144441.389,299.248,35.0,36.0,1.0,0.005,2.1,0.09,0.3,22.8,143.0,4.2,0.09,True
,1076.0,rc,Shamkya,An1,,,,,,,0.07,51.2,0.23,0.27,37.0,207.0,6.2,0.13,False
RC.BH21.035,1077.0,rc,Shamkya,An1,498848.164,2144441.389,298.248,36.0,37.0,1.0,0.005,1.7,0.08,0.56,64.7,148.0,5.2,0.09,True
RC.BH21.036,1078.0,rc,Shamkya,An1,498848.164,2144441.389,297.248,37.0,38.0,1.0,0.005,1.6,0.07,0.84,17.2,162.0,7.2,0.1,True
RC.BH21.037,1079.0,rc,Shamkya,An1,498848.164,2144441.389,296.248,38.0,39.0,1.0,0.01,3.4,0.11,1.1,63.1,469.0,10.3,0.19,False
RC.BH21.038,1080.0,rc,Shamkya,An1,498848.164,2144441.389,295.248,39.0,40.0,1.0,0.02,7.3,0.42,2.0,136.5,265.0,160.5,0.56,False
RC.BH21.039,1081.0,rc,Shamkya,An1,498848.164,2144441.389,294.248,40.0,41.0,1.0,0.01,20.1,0.36,0.68,120.0,392.0,15.0,0.21,False
RC.BH21.040,1082.0,rc,Shamkya,An1,498848.164,2144441.389,293.248,41.0,42.0,1.0,0.01,50.2,0.49,0.3,48.2,151.0,11.2,0.19,False
RC.BH21.041,1083.0,rc,Shamkya,An1,498848.164,2144441.389,292.248,42.0,43.0,1.0,0.03,53.5,0.24,0.28,39.0,212.0,6.3,0.09,False
,1084.0,rc,Shamkya,An1,,,,,,,0.01,0.3,0.025,0.02,2.3,6.0,13.8,0.04,True
RC.BH21.042,1085.0,rc,Shamkya,An1,498848.164,2144441.389,291.248,43.0,44.0,1.0,0.005,3.0,0.21,0.19,19.5,198.0,6.2,0.06,True
RC.BH21.043,1086.0,rc,Shamkya,An1,498848.164,2144441.389,290.248,44.0,45.0,1.0,0.01,7.7,0.23,1.33,66.0,242.0,9.4,0.15,False
RC.BH21.044,1087.0,rc,Shamkya,An1,498848.164,2144441.389,289.248,45.0,46.0,1.0,0.005,5.3,0.1,0.19,37.3,186.0,2.5,0.09,True
RC.BH21.045,1088.0,rc,Shamkya,An1,498848.164,2144441.389,288.248,46.0,47.0,1.0,0.005,2.4,0.07,0.04,24.8,64.0,1.7,0.03,True
RC.BH21.046,1089.0,rc,Shamkya,An1,498848.164,2144441.389,287.248,47.0,48.0,1.0,0.005,2.0,0.08,0.1,24.4,135.0,3.5,0.05,True
RC.BH21.047,1090.0,rc,Shamkya,An1,498848.164,2144441.389,286.248,48.0,49.0,1.0,0.005,4.8,0.09,0.05,94.7,38.0,0.7,0.08,True
RC.BH21.048,1091.0,rc,Shamkya,An1,498848.164,2144441.389,285.248,49.0,50.0,1.0,0.005,11.5,0.08,0.07,105.0,37.0,0.8,0.14,True
RC.BH21.049,1092.0,rc,Shamkya,An1,498848.164,2144441.389,284.248,50.0,51.0,1.0,0.005,2.6,0.1,0.03,84.5,34.0,0.5,0.08,True
RC.BH21.050,1093.0,rc,Shamkya,An1,498848.164,2144441.389,283.248,51.0,52.0,1.0,0.005,1.9,0.09,0.03,70.7,41.0,0.5,0.07,True
RC.BH21.051,1094.0,rc,Shamkya,An1,498848.164,2144441.389,282.248,52.0,53.0,1.0,0.005,4.5,0.07,0.05,39.7,42.0,1.0,0.06,True
RC.BH21.052,1095.0,rc,Shamkya,An1,498848.164,2144441.389,281.248,53.0,54.0,1.0,0.005,3.2,0.08,0.09,59.6,70.0,2.2,0.12,True
RC.BH21.053,1096.0,rc,Shamkya,An1,498848.164,2144441.389,280.248,54.0,55.0,1.0,0.005,1.4,0.05,0.05,20.2,120.0,2.2,0.05,True
RC.BH21.054,1097.0,rc,Shamkya,An1,498848.164,2144441.389,279.248,55.0,56.0,1.0,0.005,1.9,0.1,0.1,33.3,180.0,4.4,0.1,True
RC.BH22.010,1100.0,rc,Shamkya,An1,498900.142,2144435.579,323.058,11.0,12.0,1.0,0.005,1.7,0.07,0.13,77.2,117.0,9.1,0.05,True
,1101.0,rc,Shamkya,An1,,,,,,,0.31,21.0,0.33,5.19,67.4,195.0,126.5,0.75,False
RC.BH22.011,1102.0,rc,Shamkya,An1,498900.142,2144435.579,322.058,12.0,13.0,1.0,0.005,1.4,0.12,0.78,34.8,124.0,27.4,0.14,True
RC.BH22.012,1103.0,rc,Shamkya,An1,498900.142,2144435.579,321.058,13.0,14.0,1.0,0.005,18.3,0.21,0.18,22.5,60.0,8.4,0.04,True
RC.BH22.013,1104.0,rc,Shamkya,An1,498900.142,2144435.579,320.058,14.0,15.0,1.0,0.01,3.3,0.06,0.13,18.6,66.0,8.8,0.06,False
RC.BH22.014,1105.0,rc,Shamkya,An1,498900.142,2144435.579,319.058,15.0,16.0,1.0,0.005,1.1,0.06,0.13,10.8,44.0,6.6,0.06,True
RC.BH22.015,1106.0,rc,Shamkya,An1,498900.142,2144435.579,318.058,16.0,17.0,1.0,0.005,4.2,0.08,0.42,29.6,82.0,9.6,0.06,True
RC.BH22.016,1107.0,rc,Shamkya,An1,498900.142,2144435.579,317.058,17.0,18.0,1.0,0.01,6.9,0.19,0.3,40.5,31.0,6.6,0.11,False
RC.BH22.017,1108.0,rc,Shamkya,An1,498900.142,2144435.579,316.058,18.0,19.0,1.0,0.005,1.6,0.07,0.35,42.8,22.0,7.0,0.11,True
RC.BH22.018,1109.0,rc,Shamkya,An1,498900.142,2144435.579,315.058,19.0,20.0,1.0,0.005,1.0,0.09,0.15,18.2,53.0,6.7,0.1,True
RC.BH22.019,1110.0,rc,Shamkya,An1,498900.142,2144435.579,314.058,20.0,21.0,1.0,0.005,1.7,0.11,0.23,24.4,49.0,7.5,0.06,True
RC.BH22.020,1111.0,rc,Shamkya,An1,498900.142,2144435.579,313.058,21.0,22.0,1.0,0.01,1.7,0.12,0.24,21.5,57.0,6.8,0.06,False
RC.BH22.021,1112.0,rc,Shamkya,An1,498900.142,2144435.579,312.058,22.0,23.0,1.0,0.005,1.0,0.09,0.16,25.0,46.0,5.9,0.06,True
RC.BH22.022,1113.0,rc,Shamkya,An1,498900.142,2144435.579,311.058,23.0,24.0,1.0,0.005,1.3,0.09,0.2,55.1,76.0,5.3,0.08,True
RC.BH22.023,1114.0,rc,Shamkya,An1,498900.142,2144435.579,310.058,24.0,25.0,1.0,0.005,1.2,0.08,0.38,145.5,99.0,4.4,0.27,True
RC.BH22.024,1115.0,rc,Shamkya,An1,498900.142,2144435.579,309.058,25.0,26.0,1.0,0.005,10.9,0.31,0.5,77.3,86.0,11.4,0.16,True
RC.BH22.025,1116.0,rc,Shamkya,An1,498900.142,2144435.579,308.058,26.0,27.0,1.0,0.08,35.4,0.36,3.23,115.0,52.0,24.4,0.32,False
RC.BH22.026,1117.0,rc,Shamkya,An1,498900.142,2144435.579,307.058,27.0,28.0,1.0,0.02,16.2,0.25,1.02,51.2,28.0,15.9,0.19,False
RC.BH22.027,1118.0,rc,Shamkya,An1,498900.142,2144435.579,306.058,28.0,29.0,1.0,0.005,15.3,0.18,1.59,43.7,52.0,9.8,0.09,True
RC.BH22.028,1119.0,rc,Shamkya,An1,498900.142,2144435.579,305.058,29.0,30.0,1.0,0.005,7.0,0.19,0.39,36.1,46.0,8.8,0.1,True
RC.BH22.029,1120.0,rc,Shamkya,An1,498900.142,2144435.579,304.058,30.0,31.0,1.0,0.005,6.7,0.16,0.4,43.6,31.0,7.6,0.1,True
RC.BH22.030,1121.0,rc,Shamkya,An1,498900.142,2144435.579,303.058,31.0,32.0,1.0,0.005,9.1,0.21,0.44,64.9,62.0,11.9,0.12,True
RC.BH22.031,1122.0,rc,Shamkya,An1,498900.142,2144435.579,302.058,32.0,33.0,1.0,0.005,6.4,0.13,0.37,36.7,39.0,7.5,0.1,True
RC.BH22.032,1123.0,rc,Shamkya,An1,498900.142,2144435.579,301.058,33.0,34.0,1.0,0.005,5.9,0.19,0.27,35.3,69.0,10.2,0.1,True
RC.BH22.033,1124.0,rc,Shamkya,An1,498900.142,2144435.579,300.058,34.0,35.0,1.0,0.02,12.4,0.2,0.49,30.6,61.0,11.9,0.24,False
RC.BH22.034,1125.0,rc,Shamkya,An1,498900.142,2144435.579,299.058,35.0,36.0,1.0,0.2,22.3,0.37,8.46,70.8,192.0,133.5,0.86,False
,1126.0,rc,Shamkya,An1,,,,,,,0.01,5.3,0.19,1.25,11.9,169.0,14.0,0.07,False
RC.BH22.035,1127.0,rc,Shamkya,An1,498900.142,2144435.579,298.058,36.0,37.0,1.0,0.11,39.3,0.61,2.11,73.6,64.0,13.1,0.48,False
RC.BH22.036,1128.0,rc,Shamkya,An1,498900.142,2144435.579,297.058,37.0,38.0,1.0,0.05,51.8,1.01,0.83,54.3,66.0,9.3,0.41,False
RC.BH22.037,1129.0,rc,Shamkya,An1,498900.142,2144435.579,296.058,38.0,39.0,1.0,0.005,11.0,0.25,0.32,100.0,163.0,4.9,0.21,True
RC.BH22.038,1130.0,rc,Shamkya,An1,498900.142,2144435.579,295.058,39.0,40.0,1.0,0.005,0.7,0.07,0.12,96.4,119.0,2.7,0.05,True
RC.BH22.039,1131.0,rc,Shamkya,An1,498900.142,2144435.579,294.058,40.0,41.0,1.0,0.005,2.6,0.1,0.33,56.9,139.0,6.1,0.08,True
RC.BH22.040,1132.0,rc,Shamkya,An1,498900.142,2144435.579,293.058,41.0,42.0,1.0,0.005,1.4,0.13,0.34,9.5,179.0,6.5,0.08,True
RC.BH22.041,1133.0,rc,Shamkya,An1,498900.142,2144435.579,292.058,42.0,43.0,1.0,0.005,5.3,0.18,1.64,11.9,173.0,13.6,0.07,True
,1134.0,rc,Shamkya,An1,,,,,,,0.005,0.3,0.025,0.02,2.3,5.0,12.8,0.03,True
RC.BH22.042,1135.0,rc,Shamkya,An1,498900.142,2144435.579,291.058,43.0,44.0,1.0,0.01,45.7,0.7,0.83,49.7,191.0,35.2,0.19,False
RC.BH22.043,1136.0,rc,Shamkya,An1,498900.142,2144435.579,290.058,44.0,45.0,1.0,0.01,24.5,0.25,0.5,100.5,441.0,18.3,0.14,False
RC.BH22.044,1137.0,rc,Shamkya,An1,498900.142,2144435.579,289.058,45.0,46.0,1.0,0.01,8.4,0.28,0.44,57.7,321.0,8.8,0.09,False
RC.BH22.045,1138.0,rc,Shamkya,An1,498900.142,2144435.579,288.058,46.0,47.0,1.0,0.005,5.9,0.28,0.23,16.3,196.0,7.8,0.06,True
RC.BH22.046,1139.0,rc,Shamkya,An1,498900.142,2144435.579,287.058,47.0,48.0,1.0,0.005,1.2,0.12,2.1,9.8,163.0,5.3,0.05,True
RC.BH22.047,1140.0,rc,Shamkya,An1,498900.142,2144435.579,286.058,48.0,49.0,1.0,0.005,1.9,0.21,0.42,10.9,145.0,6.1,0.08,True
RC.BH22.048,1141.0,rc,Shamkya,An1,498900.142,2144435.579,285.058,49.0,50.0,1.0,0.005,1.1,0.12,0.22,7.0,167.0,6.1,0.05,True
RC.BH22.049,1142.0,rc,Shamkya,An1,498900.142,2144435.579,284.058,50.0,51.0,1.0,0.005,2.9,0.18,0.17,18.5,180.0,8.5,0.05,True
RC.BH22.050,1143.0,rc,Shamkya,An1,498900.142,2144435.579,283.058,51.0,52.0,1.0,0.005,18.1,0.46,0.18,93.2,191.0,7.5,0.09,True
RC.BH22.051,1144.0,rc,Shamkya,An1,498900.142,2144435.579,282.058,52.0,53.0,1.0,0.01,29.5,0.39,0.36,54.4,180.0,46.2,0.16,False
RC.BH22.052,1145.0,rc,Shamkya,An1,498900.142,2144435.579,281.058,53.0,54.0,1.0,0.01,66.5,0.81,0.41,31.7,141.0,30.7,0.17,False
RC.BH22.053,1146.0,rc,Shamkya,An1,498900.142,2144435.579,280.058,54.0,55.0,1.0,0.01,48.6,0.51,0.45,68.1,245.0,24.2,0.23,False
RC.BH22.054,1147.0,rc,Shamkya,An1,498900.142,2144435.579,279.058,55.0,56.0,1.0,0.01,74.2,1.36,0.55,51.7,156.0,29.2,0.28,False
RC.BH22.055,1148.0,rc,Shamkya,An1,498900.142,2144435.579,278.058,56.0,57.0,1.0,0.01,10.6,0.27,0.16,80.6,121.0,5.3,0.23,False
RC.BH22.056,1149.0,rc,Shamkya,An1,498900.142,2144435.579,277.058,57.0,58.0,1.0,0.005,1.5,0.08,0.08,22.4,119.0,3.1,0.08,True
RC.BH22.057,1150.0,rc,Shamkya,An1,498900.142,2144435.579,276.058,58.0,59.0,1.0,0.005,1.3,0.07,0.07,6.7,106.0,11.5,0.06,True
,1151.0,rc,Shamkya,An1,,,,,,,0.01,48.9,0.56,0.44,67.9,235.0,24.6,0.24,False
RC.BH22.058,1152.0,rc,Shamkya,An1,498900.142,2144435.579,275.058,59.0,60.0,1.0,0.005,1.0,0.06,0.05,3.5,90.0,13.4,0.07,True
RC.BH22.059,1153.0,rc,Shamkya,An1,498900.142,2144435.579,274.058,60.0,61.0,1.0,0.01,1.8,0.08,0.07,15.2,69.0,12.8,0.07,False
RC.BH23.011,1154.0,rc,Shamkya,An1,498924.943,2144441.492,323.56,11.0,12.0,1.0,0.005,0.9,0.025,0.07,33.1,70.0,20.5,0.06,True
RC.BH23.012,1155.0,rc,Shamkya,An1,498924.943,2144441.492,322.56,12.0,13.0,1.0,0.005,0.8,0.05,0.1,36.0,81.0,14.6,0.04,True
RC.BH23.013,1156.0,rc,Shamkya,An1,498924.943,2144441.492,321.56,13.0,14.0,1.0,0.005,1.0,0.025,0.16,72.5,70.0,7.7,0.05,True
RC.BH23.014,1157.0,rc,Shamkya,An1,498924.943,2144441.492,320.56,14.0,15.0,1.0,0.01,1.8,0.05,0.09,176.0,53.0,10.3,0.08,False
RC.BH23.015,1158.0,rc,Shamkya,An1,498924.943,2144441.492,319.56,15.0,16.0,1.0,0.005,0.7,0.05,0.07,40.6,80.0,5.2,0.06,True
RC.BH23.016,1159.0,rc,Shamkya,An1,498924.943,2144441.492,318.56,16.0,17.0,1.0,0.005,0.6,0.05,0.04,14.5,68.0,3.5,0.04,True
RC.BH23.017,1160.0,rc,Shamkya,An1,498924.943,2144441.492,317.56,17.0,18.0,1.0,0.005,1.0,0.06,0.07,24.6,76.0,5.2,0.06,True
RC.BH23.018,1161.0,rc,Shamkya,An1,498924.943,2144441.492,316.56,18.0,19.0,1.0,0.005,1.1,0.06,0.06,72.7,67.0,6.3,0.08,True
RC.BH23.019,1162.0,rc,Shamkya,An1,498924.943,2144441.492,315.56,19.0,20.0,1.0,0.005,1.2,0.07,0.1,63.3,73.0,8.6,0.06,True
RC.BH23.020,1163.0,rc,Shamkya,An1,498924.943,2144441.492,314.56,20.0,21.0,1.0,0.005,0.8,0.08,0.04,45.2,66.0,5.8,0.07,True
RC.BH23.021,1164.0,rc,Shamkya,An1,498924.943,2144441.492,313.56,21.0,22.0,1.0,0.005,0.7,0.06,0.06,74.7,80.0,6.6,0.08,True
RC.BH23.022,1165.0,rc,Shamkya,An1,498924.943,2144441.492,312.56,22.0,23.0,1.0,0.005,1.0,0.06,0.13,39.4,83.0,4.9,0.06,True
RC.BH23.023,1166.0,rc,Shamkya,An1,498924.943,2144441.492,311.56,23.0,24.0,1.0,0.005,1.1,0.06,0.05,30.1,65.0,5.3,0.07,True
RC.BH23.024,1167.0,rc,Shamkya,An1,498924.943,2144441.492,310.56,24.0,25.0,1.0,0.005,0.7,0.07,0.1,24.1,68.0,4.7,0.06,True
RC.BH23.025,1168.0,rc,Shamkya,An1,498924.943,2144441.492,309.56,25.0,26.0,1.0,0.005,1.0,0.09,0.09,44.7,78.0,8.9,0.05,True
RC.BH23.026,1169.0,rc,Shamkya,An1,498924.943,2144441.492,308.56,26.0,27.0,1.0,0.005,0.9,0.06,0.07,14.6,48.0,6.9,0.06,True
RC.BH23.027,1170.0,rc,Shamkya,An1,498924.943,2144441.492,307.56,27.0,28.0,1.0,0.005,0.7,0.09,0.11,18.1,66.0,5.7,0.06,True
RC.BH23.028,1171.0,rc,Shamkya,An1,498924.943,2144441.492,306.56,28.0,29.0,1.0,0.005,1.6,0.1,0.12,25.9,75.0,18.0,0.08,True
RC.BH23.029,1172.0,rc,Shamkya,An1,498924.943,2144441.492,305.56,29.0,30.0,1.0,0.005,11.1,0.2,0.29,7.6,73.0,7.2,0.07,True
RC.BH23.030,1173.0,rc,Shamkya,An1,498924.943,2144441.492,304.56,30.0,31.0,1.0,0.005,0.7,0.08,0.25,13.9,69.0,4.9,0.07,True
RC.BH23.031,1174.0,rc,Shamkya,An1,498924.943,2144441.492,303.56,31.0,32.0,1.0,0.005,0.9,0.05,0.14,21.0,55.0,5.2,0.04,True
RC.BH23.032,1175.0,rc,Shamkya,An1,498924.943,2144441.492,302.56,32.0,33.0,1.0,0.005,1.6,0.11,0.29,16.0,73.0,5.5,0.04,True
,1176.0,rc,Shamkya,An1,,,,,,,0.01,49.8,0.53,1.68,36.2,153.0,50.9,0.71,False
RC.BH23.033,1177.0,rc,Shamkya,An1,498924.943,2144441.492,301.56,33.0,34.0,1.0,0.02,1.4,0.06,0.13,46.2,79.0,6.2,0.1,False
RC.BH23.034,1178.0,rc,Shamkya,An1,498924.943,2144441.492,300.56,34.0,35.0,1.0,0.005,2.4,0.08,0.14,20.9,37.0,5.9,0.07,True
RC.BH23.035,1179.0,rc,Shamkya,An1,498924.943,2144441.492,299.56,35.0,36.0,1.0,0.005,2.2,0.08,0.22,14.9,83.0,6.4,0.04,True
