sample_id,lab_id,sample_type,project_area,anomaly_id,easting,northing,rl,from_m,to_m,interval_m,au_ppm,as_ppm,sb_ppm,bi_ppm,cu_ppm,zn_ppm,pb_ppm,ag_ppm,below_detection
RC.BH23.036,1180.0,rc,Shamkya,An1,498924.943,2144441.492,298.56,36.0,37.0,1.0,0.005,4.3,0.1,0.53,43.4,28.0,6.0,0.07,True
RC.BH23.037,1181.0,rc,Shamkya,An1,498924.943,2144441.492,297.56,37.0,38.0,1.0,0.005,3.5,0.16,0.25,22.4,42.0,3.4,0.03,True
RC.BH23.038,1182.0,rc,Shamkya,An1,498924.943,2144441.492,296.56,38.0,39.0,1.0,0.005,1.1,0.14,0.29,12.9,66.0,4.5,0.03,True
RC.BH23.039,1183.0,rc,Shamkya,An1,498924.943,2144441.492,295.56,39.0,40.0,1.0,0.005,1.9,0.1,0.24,46.3,66.0,6.3,0.07,True
RC.BH23.040,1184.0,rc,Shamkya,An1,498924.943,2144441.492,294.56,40.0,41.0,1.0,0.005,0.8,0.1,0.47,43.9,119.0,13.1,0.13,True
RC.BH23.041,1185.0,rc,Shamkya,An1,498924.943,2144441.492,293.56,41.0,42.0,1.0,0.005,4.2,0.12,0.3,35.8,53.0,5.2,0.07,True
RC.BH23.042,1186.0,rc,Shamkya,An1,498924.943,2144441.492,292.56,42.0,43.0,1.0,0.01,9.1,0.14,0.39,74.6,193.0,19.7,0.1,False
RC.BH23.043,1187.0,rc,Shamkya,An1,498924.943,2144441.492,291.56,43.0,44.0,1.0,0.01,5.7,0.22,0.76,101.5,172.0,11.1,0.14,False
RC.BH23.044,1188.0,rc,Shamkya,An1,498924.943,2144441.492,290.56,44.0,45.0,1.0,1.1,28.0,0.16,23.4,130.5,41.0,4.8,0.42,False
RC.BH23.045,1189.0,rc,Shamkya,An1,498924.943,2144441.492,289.56,45.0,46.0,1.0,0.02,26.6,0.44,5.04,84.4,277.0,20.5,0.32,False
RC.BH23.046,1190.0,rc,Shamkya,An1,498924.943,2144441.492,288.56,46.0,47.0,1.0,0.02,62.4,0.71,0.56,85.6,133.0,15.5,0.5,False
RC.BH23.047,1191.0,rc,Shamkya,An1,498924.943,2144441.492,287.56,47.0,48.0,1.0,0.13,28.1,0.25,0.61,23.4,148.0,8.0,0.18,False
RC.BH23.048,1192.0,rc,Shamkya,An1,498924.943,2144441.492,286.56,48.0,49.0,1.0,0.01,10.9,0.29,0.83,15.7,135.0,10.0,0.16,False
RC.BH23.049,1193.0,rc,Shamkya,An1,498924.943,2144441.492,285.56,49.0,50.0,1.0,0.005,32.2,0.3,0.26,11.4,240.0,8.6,0.1,True
RC.BH23.050,1194.0,rc,Shamkya,An1,498924.943,2144441.492,284.56,50.0,51.0,1.0,0.01,59.5,0.88,0.44,61.5,239.0,14.3,0.3,False
RC.BH23.051,1195.0,rc,Shamkya,An1,498924.943,2144441.492,283.56,51.0,52.0,1.0,0.01,48.9,0.52,2.05,36.4,159.0,62.4,0.92,False
,1196.0,rc,Shamkya,An1,,,,,,,0.005,0.4,0.025,0.02,2.0,3.0,12.7,0.01,True
RC.BH23.052,1197.0,rc,Shamkya,An1,498924.943,2144441.492,282.56,52.0,53.0,1.0,0.005,8.5,0.34,0.27,43.1,407.0,10.0,0.12,True
RC.BH23.053,1198.0,rc,Shamkya,An1,498924.943,2144441.492,281.56,53.0,54.0,1.0,0.005,2.6,0.06,0.09,5.4,163.0,8.5,0.04,True
RC.BH24.007,1199.0,rc,Shamkya,An1,498826.897,2144297.623,328.266,7.0,8.0,1.0,0.005,0.6,0.05,0.04,2.3,80.0,2.3,0.03,True
RC.BH24.008,1200.0,rc,Shamkya,An1,498826.897,2144297.623,327.266,8.0,9.0,1.0,0.005,0.4,0.05,0.05,3.5,80.0,2.7,0.03,True
,1201.0,rc,Shamkya,An1,,,,,,,0.46,16.3,0.17,10.05,15.0,210.0,69.7,1.8,False
RC.BH24.009,1202.0,rc,Shamkya,An1,498826.897,2144297.623,326.266,9.0,10.0,1.0,0.01,0.8,0.06,0.08,3.0,80.0,3.0,0.07,False
RC.BH24.010,1203.0,rc,Shamkya,An1,498826.897,2144297.623,325.266,10.0,11.0,1.0,0.005,0.4,0.025,0.08,9.4,93.0,3.1,0.02,True
RC.BH24.011,1204.0,rc,Shamkya,An1,498826.897,2144297.623,324.266,11.0,12.0,1.0,0.005,0.7,0.025,0.08,3.3,85.0,2.9,0.03,True
RC.BH24.012,1205.0,rc,Shamkya,An1,498826.897,2144297.623,323.266,12.0,13.0,1.0,0.005,0.3,0.025,0.05,1.8,103.0,2.6,0.03,True
RC.BH24.013,1206.0,rc,Shamkya,An1,498826.897,2144297.623,322.266,13.0,14.0,1.0,0.005,0.5,0.06,0.05,3.4,93.0,2.6,0.03,True
RC.BH24.014,1207.0,rc,Shamkya,An1,498826.897,2144297.623,321.266,14.0,15.0,1.0,0.005,0.6,0.05,0.07,4.7,101.0,2.9,0.02,True
RC.BH24.015,1208.0,rc,Shamkya,An1,498826.897,2144297.623,320.266,15.0,16.0,1.0,0.005,0.4,0.05,0.1,5.4,143.0,3.1,0.02,True
RC.BH24.016,1209.0,rc,Shamkya,An1,498826.897,2144297.623,319.266,16.0,17.0,1.0,0.005,0.3,0.06,0.17,7.1,119.0,3.8,0.03,True
RC.BH24.017,1210.0,rc,Shamkya,An1,498826.897,2144297.623,318.266,17.0,18.0,1.0,0.005,0.4,0.05,0.11,11.0,114.0,4.3,0.03,True
RC.BH24.018,1211.0,rc,Shamkya,An1,498826.897,2144297.623,317.266,18.0,19.0,1.0,0.005,0.7,0.08,0.09,8.9,92.0,4.5,0.1,True
RC.BH24.019,1212.0,rc,Shamkya,An1,498826.897,2144297.623,316.266,19.0,20.0,1.0,0.005,0.6,0.08,0.07,11.6,76.0,4.3,0.12,True
RC.BH24.020,1213.0,rc,Shamkya,An1,498826.897,2144297.623,315.266,20.0,21.0,1.0,0.005,0.9,0.08,0.09,20.0,93.0,4.2,0.08,True
RC.BH24.021,1214.0,rc,Shamkya,An1,498826.897,2144297.623,314.266,21.0,22.0,1.0,0.005,0.7,0.08,0.07,14.0,89.0,3.5,0.09,True
RC.BH24.022,1215.0,rc,Shamkya,An1,498826.897,2144297.623,313.266,22.0,23.0,1.0,0.01,0.8,0.09,0.08,4.5,111.0,3.5,0.15,False
RC.BH24.023,1216.0,rc,Shamkya,An1,498826.897,2144297.623,312.266,23.0,24.0,1.0,0.05,10.3,0.11,0.34,8.4,71.0,4.6,0.16,False
RC.BH24.024,1217.0,rc,Shamkya,An1,498826.897,2144297.623,311.266,24.0,25.0,1.0,0.06,12.8,0.17,0.68,5.4,122.0,11.3,0.15,False
RC.BH24.025,1218.0,rc,Shamkya,An1,498826.897,2144297.623,310.266,25.0,26.0,1.0,0.25,15.5,0.23,7.55,14.9,204.0,66.2,3.12,False
,1219.0,rc,Shamkya,An1,,,,,,,0.005,0.1,0.025,0.03,1.3,4.0,13.2,0.01,True
RC.BH24.026,1220.0,rc,Shamkya,An1,498826.897,2144297.623,309.266,26.0,27.0,1.0,0.005,0.5,0.14,0.12,8.0,114.0,4.9,0.03,True
RC.BH24.027,1221.0,rc,Shamkya,An1,498826.897,2144297.623,308.266,27.0,28.0,1.0,0.005,0.5,0.13,0.23,17.7,125.0,8.6,0.06,True
RC.BH24.028,1222.0,rc,Shamkya,An1,498826.897,2144297.623,307.266,28.0,29.0,1.0,0.005,0.4,0.06,0.13,3.0,99.0,8.0,0.03,True
RC.BH24.029,1223.0,rc,Shamkya,An1,498826.897,2144297.623,306.266,29.0,30.0,1.0,0.005,0.4,0.08,0.14,1.0,120.0,5.8,0.03,True
RC.BH24.030,1224.0,rc,Shamkya,An1,498826.897,2144297.623,305.266,30.0,31.0,1.0,0.01,0.5,0.11,0.06,5.3,129.0,6.7,0.06,False
RC.BH24.031,1225.0,rc,Shamkya,An1,498826.897,2144297.623,304.266,31.0,32.0,1.0,0.005,0.5,0.06,0.07,5.1,119.0,3.5,0.03,True
,1226.0,rc,Shamkya,An1,,,,,,,0.005,0.5,0.08,0.09,8.2,115.0,4.5,0.02,True
RC.BH24.032,1227.0,rc,Shamkya,An1,498826.897,2144297.623,303.266,32.0,33.0,1.0,0.01,0.4,0.07,0.08,11.6,111.0,4.9,0.02,False
RC.BH24.033,1228.0,rc,Shamkya,An1,498826.897,2144297.623,302.266,33.0,34.0,1.0,0.005,0.5,0.07,0.09,5.1,131.0,4.5,0.02,True
RC.BH24.034,1229.0,rc,Shamkya,An1,498826.897,2144297.623,301.266,34.0,35.0,1.0,0.005,0.4,0.09,0.1,6.5,118.0,3.9,0.03,True
RC.BH24.035,1230.0,rc,Shamkya,An1,498826.897,2144297.623,300.266,35.0,36.0,1.0,0.005,0.5,0.08,0.09,7.4,118.0,5.7,0.03,True
RC.BH24.036,1231.0,rc,Shamkya,An1,498826.897,2144297.623,299.266,36.0,37.0,1.0,0.005,0.6,0.07,0.13,15.5,134.0,6.3,0.04,True
RC.BH24.037,1232.0,rc,Shamkya,An1,498826.897,2144297.623,298.266,37.0,38.0,1.0,0.005,0.7,0.09,0.19,9.0,140.0,5.3,0.04,True
RC.BH24.038,1233.0,rc,Shamkya,An1,498826.897,2144297.623,297.266,38.0,39.0,1.0,0.005,0.6,0.1,0.19,6.4,140.0,5.1,0.05,True
RC.BH24.039,1234.0,rc,Shamkya,An1,498826.897,2144297.623,296.266,39.0,40.0,1.0,0.005,0.4,0.07,0.09,7.0,118.0,4.2,0.02,True
RC.BH24.040,1235.0,rc,Shamkya,An1,498826.897,2144297.623,295.266,40.0,41.0,1.0,0.005,0.7,0.17,0.38,4.6,122.0,3.9,0.03,True
RC.BH24.041,1236.0,rc,Shamkya,An1,498826.897,2144297.623,294.266,41.0,42.0,1.0,0.005,0.4,0.07,0.12,5.0,123.0,4.4,0.03,True
RC.BH24.042,1237.0,rc,Shamkya,An1,498826.897,2144297.623,293.266,42.0,43.0,1.0,0.005,0.6,0.08,0.08,6.0,111.0,3.8,0.03,True
RC.BH24.043,1238.0,rc,Shamkya,An1,498826.897,2144297.623,292.266,43.0,44.0,1.0,0.005,0.5,0.1,0.09,3.8,102.0,3.9,0.03,True
RC.BH24.044,1239.0,rc,Shamkya,An1,498826.897,2144297.623,291.266,44.0,45.0,1.0,0.005,0.7,0.07,0.14,7.4,102.0,3.1,0.02,True
RC.BH25.014,1240.0,rc,Shamkya,An1,498878.839,2144292.424,317.652,15.0,16.0,1.0,0.005,0.7,0.08,0.11,8.7,125.0,6.6,0.07,True
RC.BH25.015,1241.0,rc,Shamkya,An1,498878.839,2144292.424,316.652,16.0,17.0,1.0,3.75,1.7,0.22,13.65,41.2,149.0,20.1,0.48,False
RC.BH25.016,1242.0,rc,Shamkya,An1,498878.839,2144292.424,315.652,17.0,18.0,1.0,2.3,4.5,0.43,54.8,258.0,104.0,80.7,1.74,False
,1243.0,rc,Shamkya,An1,,,,,,,0.005,0.05,0.05,0.1,3.4,5.0,14.6,0.01,True
RC.BH25.017,1244.0,rc,Shamkya,An1,498878.839,2144292.424,314.652,18.0,19.0,1.0,2.2,5.1,0.39,47.4,272.0,166.0,648.0,3.75,False
RC.BH25.018,1245.0,rc,Shamkya,An1,498878.839,2144292.424,313.652,19.0,20.0,1.0,0.02,1.5,0.16,0.52,6.6,81.0,18.6,0.23,False
RC.BH25.019,1246.0,rc,Shamkya,An1,498878.839,2144292.424,312.652,20.0,21.0,1.0,0.005,0.8,0.08,0.14,2.5,54.0,7.3,0.05,True
RC.BH25.020,1247.0,rc,Shamkya,An1,498878.839,2144292.424,311.652,21.0,22.0,1.0,0.005,0.8,0.1,0.13,2.1,61.0,6.3,0.03,True
RC.BH25.021,1248.0,rc,Shamkya,An1,498878.839,2144292.424,310.652,22.0,23.0,1.0,0.005,0.8,0.12,0.25,7.3,71.0,6.6,0.06,True
RC.BH25.022,1249.0,rc,Shamkya,An1,498878.839,2144292.424,309.652,23.0,24.0,1.0,0.005,0.6,0.08,0.07,3.9,102.0,5.1,0.03,True
RC.BH25.023,1250.0,rc,Shamkya,An1,498878.839,2144292.424,308.652,24.0,25.0,1.0,0.01,0.7,0.07,0.06,2.3,119.0,3.6,0.05,False
,1251.0,rc,Shamkya,An1,,,,,,,2.47,3.3,0.44,44.0,245.0,105.0,75.9,1.68,False
RC.BH25.024,1252.0,rc,Shamkya,An1,498878.839,2144292.424,307.652,25.0,26.0,1.0,0.01,0.6,0.12,0.21,11.5,117.0,3.4,0.08,False
RC.BH25.025,1253.0,rc,Shamkya,An1,498878.839,2144292.424,306.652,26.0,27.0,1.0,0.01,1.2,0.15,0.18,9.2,107.0,5.0,0.11,False
RC.BH25.026,1254.0,rc,Shamkya,An1,498878.839,2144292.424,305.652,27.0,28.0,1.0,0.01,1.0,0.14,0.12,15.3,108.0,4.6,0.1,False
RC.BH25.027,1255.0,rc,Shamkya,An1,498878.839,2144292.424,304.652,28.0,29.0,1.0,0.01,0.5,0.11,0.09,10.0,111.0,3.4,0.08,False
RC.BH25.028,1256.0,rc,Shamkya,An1,498878.839,2144292.424,303.652,29.0,30.0,1.0,0.01,0.7,0.1,0.11,5.7,109.0,4.4,0.07,False
RC.BH25.029,1257.0,rc,Shamkya,An1,498878.839,2144292.424,302.652,30.0,31.0,1.0,0.005,0.5,0.1,0.13,14.2,120.0,6.7,0.08,True
RC.BH25.030,1258.0,rc,Shamkya,An1,498878.839,2144292.424,301.652,31.0,32.0,1.0,0.005,0.6,0.2,0.22,10.0,70.0,8.4,0.06,True
RC.BH25.031,1259.0,rc,Shamkya,An1,498878.839,2144292.424,300.652,32.0,33.0,1.0,0.005,0.5,0.09,0.08,7.0,123.0,5.1,0.04,True
RC.BH25.032,1260.0,rc,Shamkya,An1,498878.839,2144292.424,299.652,33.0,34.0,1.0,0.005,0.3,0.09,0.07,4.4,136.0,4.8,0.03,True
RC.BH25.033,1261.0,rc,Shamkya,An1,498878.839,2144292.424,298.652,34.0,35.0,1.0,0.005,0.3,0.11,0.07,4.9,93.0,5.4,0.03,True
RC.BH25.034,1262.0,rc,Shamkya,An1,498878.839,2144292.424,297.652,35.0,36.0,1.0,0.005,0.4,0.08,0.06,4.9,109.0,3.2,0.03,True
RC.BH25.035,1263.0,rc,Shamkya,An1,498878.839,2144292.424,296.652,36.0,37.0,1.0,0.005,0.3,0.07,0.09,8.5,117.0,3.3,0.03,True
RC.BH25.036,1264.0,rc,Shamkya,An1,498878.839,2144292.424,295.652,37.0,38.0,1.0,0.005,0.7,0.1,0.22,6.5,108.0,5.1,0.05,True
RC.BH26.028,1265.0,rc,Shamkya,An1,498924.974,2144283.431,305.298,28.0,29.0,1.0,0.02,4.1,0.23,0.41,4.1,34.0,2.2,0.04,False
RC.BH26.029,1266.0,rc,Shamkya,An1,498924.974,2144283.431,304.298,29.0,30.0,1.0,0.01,5.8,0.16,0.58,27.6,21.0,1.7,0.04,False
RC.BH26.030,1267.0,rc,Shamkya,An1,498924.974,2144283.431,303.298,30.0,31.0,1.0,0.02,6.7,0.24,0.57,28.7,24.0,2.2,0.04,False
RC.BH26.031,1268.0,rc,Shamkya,An1,498924.974,2144283.431,302.298,31.0,32.0,1.0,0.05,7.8,0.28,0.57,13.8,22.0,3.0,0.04,False
RC.BH26.032,1269.0,rc,Shamkya,An1,498924.974,2144283.431,301.298,32.0,33.0,1.0,0.01,6.1,0.26,0.84,33.2,102.0,5.6,0.09,False
RC.BH26.033,1270.0,rc,Shamkya,An1,498924.974,2144283.431,300.298,33.0,34.0,1.0,0.02,12.5,0.31,0.45,6.5,84.0,5.7,0.1,False
RC.BH26.034,1271.0,rc,Shamkya,An1,498924.974,2144283.431,299.298,34.0,35.0,1.0,0.02,6.9,0.29,0.27,8.4,120.0,8.2,0.1,False
RC.BH26.035,1272.0,rc,Shamkya,An1,498924.974,2144283.431,298.298,35.0,36.0,1.0,0.34,11.9,0.74,1.16,93.1,243.0,48.5,0.68,False
RC.BH26.036,1273.0,rc,Shamkya,An1,498924.974,2144283.431,297.298,36.0,37.0,1.0,9.44,26.0,1.63,16.9,260.0,753.0,328.0,5.31,False
RC.BH26.037,1274.0,rc,Shamkya,An1,498924.974,2144283.431,296.298,37.0,38.0,1.0,0.61,13.4,0.26,1.19,74.8,145.0,35.4,0.76,False
RC.BH26.038,1275.0,rc,Shamkya,An1,498924.974,2144283.431,295.298,38.0,39.0,1.0,0.29,8.8,0.45,4.2,314.0,121.0,57.5,0.72,False
,1276.0,rc,Shamkya,An1,,,,,,,0.85,14.0,0.29,1.37,79.4,156.0,39.8,0.46,False
RC.BH26.039,1277.0,rc,Shamkya,An1,498924.974,2144283.431,294.298,39.0,40.0,1.0,1.08,24.3,0.49,7.68,288.0,125.0,60.6,2.45,False
,1278.0,rc,Shamkya,An1,,,,,,,0.005,0.2,0.05,0.03,2.4,3.0,11.8,0.01,True
RC.BH26.040,1279.0,rc,Shamkya,An1,498924.974,2144283.431,293.298,40.0,41.0,1.0,0.4,2.3,0.17,1.89,62.4,88.0,26.3,0.34,False
RC.BH26.041,1280.0,rc,Shamkya,An1,498924.974,2144283.431,292.298,41.0,42.0,1.0,0.13,3.3,0.26,1.21,45.2,46.0,103.0,0.36,False
RC.BH26.042,1281.0,rc,Shamkya,An1,498924.974,2144283.431,291.298,42.0,43.0,1.0,0.005,1.0,0.11,0.18,6.7,67.0,6.7,0.06,True
RC.BH27.004,1282.0,rc,Shamkya,An1,498893.224,2144455.678,329.352,5.0,6.0,1.0,0.01,1.5,0.13,0.25,42.7,60.0,8.9,0.05,False
RC.BH27.005,1283.0,rc,Shamkya,An1,498893.224,2144455.678,328.352,6.0,7.0,1.0,0.005,7.1,0.23,0.29,51.5,103.0,9.1,0.12,True
RC.BH27.006,1284.0,rc,Shamkya,An1,498893.224,2144455.678,327.352,7.0,8.0,1.0,0.005,7.2,0.14,0.23,27.4,69.0,8.6,0.06,True
RC.BH27.007,1285.0,rc,Shamkya,An1,498893.224,2144455.678,326.352,8.0,9.0,1.0,0.005,7.2,0.2,0.25,44.5,68.0,8.7,0.11,True
RC.BH27.008,1286.0,rc,Shamkya,An1,498893.224,2144455.678,325.352,9.0,10.0,1.0,0.005,12.7,0.63,0.5,32.8,73.0,15.1,0.09,True
RC.BH27.009,1287.0,rc,Shamkya,An1,498893.224,2144455.678,324.352,10.0,11.0,1.0,0.005,7.4,0.3,0.31,33.6,76.0,9.2,0.09,True
RC.BH27.010,1288.0,rc,Shamkya,An1,498893.224,2144455.678,323.352,11.0,12.0,1.0,0.005,8.6,0.25,0.59,26.0,56.0,13.2,0.07,True
RC.BH27.011,1289.0,rc,Shamkya,An1,498893.224,2144455.678,322.352,12.0,13.0,1.0,0.005,7.1,0.19,1.19,51.7,55.0,10.1,0.08,True
RC.BH27.012,1290.0,rc,Shamkya,An1,498893.224,2144455.678,321.352,13.0,14.0,1.0,0.005,3.5,0.11,0.35,33.4,89.0,13.1,0.06,True
RC.BH27.013,1291.0,rc,Shamkya,An1,498893.224,2144455.678,320.352,14.0,15.0,1.0,0.02,10.9,0.3,2.17,99.9,165.0,15.2,0.16,False
RC.BH27.014,1292.0,rc,Shamkya,An1,498893.224,2144455.678,319.352,15.0,16.0,1.0,13.4,15.2,0.55,362.0,5340.0,166.0,129.5,3.45,False
RC.BH27.015,1293.0,rc,Shamkya,An1,498893.224,2144455.678,318.352,16.0,17.0,1.0,0.31,20.2,0.4,16.15,581.0,70.0,18.5,0.37,False
RC.BH27.016,1294.0,rc,Shamkya,An1,498893.224,2144455.678,317.352,17.0,18.0,1.0,0.02,14.6,0.24,1.36,87.9,47.0,6.4,0.09,False
RC.BH27.017,1295.0,rc,Shamkya,An1,498893.224,2144455.678,316.352,18.0,19.0,1.0,0.005,4.6,0.17,0.33,18.4,80.0,8.2,0.05,True
RC.BH27.018,1296.0,rc,Shamkya,An1,498893.224,2144455.678,315.352,19.0,20.0,1.0,0.01,6.5,0.29,0.41,77.3,73.0,10.8,0.06,False
RC.BH27.019,1297.0,rc,Shamkya,An1,498893.224,2144455.678,314.352,20.0,21.0,1.0,0.005,5.8,0.23,0.44,66.4,40.0,8.9,0.06,True
RC.BH27.020,1298.0,rc,Shamkya,An1,498893.224,2144455.678,313.352,21.0,22.0,1.0,0.005,3.8,0.09,0.19,35.6,85.0,8.9,0.04,True
RC.BH27.021,1299.0,rc,Shamkya,An1,498893.224,2144455.678,312.352,22.0,23.0,1.0,0.01,12.4,0.24,0.52,74.4,86.0,3.9,0.05,False
RC.BH27.022,1300.0,rc,Shamkya,An1,498893.224,2144455.678,311.352,23.0,24.0,1.0,0.005,2.1,0.13,0.13,122.5,123.0,2.9,0.04,True
,1301.0,rc,Shamkya,An1,,,,,,,12.85,14.6,0.56,356.0,5290.0,162.0,126.5,2.91,False
RC.BH27.023,1302.0,rc,Shamkya,An1,498893.224,2144455.678,310.352,24.0,25.0,1.0,0.11,14.3,0.31,2.45,93.8,81.0,8.3,0.1,False
RC.BH27.024,1303.0,rc,Shamkya,An1,498893.224,2144455.678,309.352,25.0,26.0,1.0,0.01,6.6,0.31,0.68,35.1,123.0,8.7,0.06,False
RC.BH27.025,1304.0,rc,Shamkya,An1,498893.224,2144455.678,308.352,26.0,27.0,1.0,0.01,2.6,0.34,0.41,21.5,151.0,8.4,0.07,False
RC.BH27.026,1305.0,rc,Shamkya,An1,498893.224,2144455.678,307.352,27.0,28.0,1.0,0.02,6.5,0.41,0.49,59.2,232.0,10.5,0.12,False
RC.BH27.027,1306.0,rc,Shamkya,An1,498893.224,2144455.678,306.352,28.0,29.0,1.0,0.01,32.5,0.55,0.3,24.1,151.0,13.1,0.13,False
RC.BH27.028,1307.0,rc,Shamkya,An1,498893.224,2144455.678,305.352,29.0,30.0,1.0,0.01,2.9,0.28,0.19,12.3,145.0,5.2,0.07,False
RC.BH27.029,1308.0,rc,Shamkya,An1,498893.224,2144455.678,304.352,30.0,31.0,1.0,0.01,2.8,0.13,0.21,18.8,113.0,5.1,0.1,False
RC.BH27.030,1309.0,rc,Shamkya,An1,498893.224,2144455.678,303.352,31.0,32.0,1.0,0.01,3.9,0.11,0.28,41.4,155.0,6.8,0.08,False
RC.BH27.031,1310.0,rc,Shamkya,An1,498893.224,2144455.678,302.352,32.0,33.0,1.0,0.005,2.5,0.12,0.19,22.5,158.0,5.2,0.09,True
RC.BH27.032,1311.0,rc,Shamkya,An1,498893.224,2144455.678,301.352,33.0,34.0,1.0,0.005,4.8,0.25,0.17,30.0,188.0,7.0,0.07,True
RC.BH27.033,1312.0,rc,Shamkya,An1,498893.224,2144455.678,300.352,34.0,35.0,1.0,0.01,18.7,0.58,0.23,104.5,163.0,8.2,0.11,False
RC.BH27.034,1313.0,rc,Shamkya,An1,498893.224,2144455.678,299.352,35.0,36.0,1.0,0.01,9.9,0.31,1.17,361.0,176.0,68.3,0.3,False
RC.BH27.035,1314.0,rc,Shamkya,An1,498893.224,2144455.678,298.352,36.0,37.0,1.0,0.005,1.8,0.1,0.07,20.8,92.0,5.4,0.03,True
RC.BH27.036,1315.0,rc,Shamkya,An1,498893.224,2144455.678,297.352,37.0,38.0,1.0,0.005,3.8,0.22,0.14,39.3,165.0,3.0,0.04,True
RC.BH27.037,1316.0,rc,Shamkya,An1,498893.224,2144455.678,296.352,38.0,39.0,1.0,0.005,2.7,0.3,0.1,91.4,117.0,2.9,0.06,True
RC.BH27.038,1317.0,rc,Shamkya,An1,498893.224,2144455.678,295.352,39.0,40.0,1.0,0.005,3.7,0.13,0.06,42.9,74.0,2.3,0.05,True
RC.BH27.039,1318.0,rc,Shamkya,An1,498893.224,2144455.678,294.352,40.0,41.0,1.0,0.005,4.6,0.17,0.23,90.3,118.0,3.0,0.04,True
RC.BH27.040,1319.0,rc,Shamkya,An1,498893.224,2144455.678,293.352,41.0,42.0,1.0,0.005,2.8,0.31,0.09,22.9,132.0,5.6,0.03,True
RC.BH28.004,1320.0,rc,Shamkya,An1,498965.284,2144477.428,330.596,3.0,4.0,1.0,0.01,2.8,0.16,0.12,34.8,72.0,23.2,0.09,False
RC.BH28.005,1321.0,rc,Shamkya,An1,498965.284,2144477.428,329.596,4.0,5.0,1.0,0.08,25.2,0.32,1.09,29.0,58.0,37.8,0.11,False
RC.BH28.006,1322.0,rc,Shamkya,An1,498965.284,2144477.428,328.596,5.0,6.0,1.0,0.01,3.7,0.16,1.24,67.5,37.0,9.0,0.1,False
RC.BH28.007,1323.0,rc,Shamkya,An1,498965.284,2144477.428,327.596,6.0,7.0,1.0,0.01,1.7,0.34,0.32,143.5,147.0,5.1,0.08,False
RC.BH28.008,1324.0,rc,Shamkya,An1,498965.284,2144477.428,326.596,7.0,8.0,1.0,0.02,10.5,0.44,0.72,160.5,160.0,7.9,0.11,False
