sample_id,lab_id,sample_type,project_area,anomaly_id,easting,northing,rl,from_m,to_m,interval_m,au_ppm,as_ppm,sb_ppm,bi_ppm,cu_ppm,zn_ppm,pb_ppm,ag_ppm,below_detection
RC.BH31.051,1474.0,rc,Shamkya,An1,498478.0,2143763.0,283.0,50.0,51.0,1.0,0.005,2.5,0.16,0.06,4.5,71.0,2.5,0.03,True
RC.BH31.052,1475.0,rc,Shamkya,An1,498478.0,2143763.0,282.0,51.0,52.0,1.0,0.005,0.9,0.08,0.04,3.3,84.0,2.2,0.02,True
,1476.0,rc,Shamkya,An1,,,,,,,0.005,2.0,0.12,0.05,3.7,92.0,3.7,0.02,True
RC.BH31.053,1477.0,rc,Shamkya,An1,498478.0,2143763.0,281.0,52.0,53.0,1.0,0.005,0.5,0.05,0.03,1.9,107.0,2.0,0.02,True
RC.BH31.054,1478.0,rc,Shamkya,An1,498478.0,2143763.0,280.0,53.0,54.0,1.0,0.005,0.5,0.05,0.02,4.2,102.0,2.6,0.01,True
RC.BH31.055,1479.0,rc,Shamkya,An1,498478.0,2143763.0,279.0,54.0,55.0,1.0,0.005,0.5,0.07,0.03,5.2,90.0,3.6,0.01,True
RC.BH31.056,1480.0,rc,Shamkya,An1,498478.0,2143763.0,278.0,55.0,56.0,1.0,0.05,5.5,0.12,0.32,7.8,579.0,256.0,0.27,False
RC.BH31.057,1481.0,rc,Shamkya,An1,498478.0,2143763.0,277.0,56.0,57.0,1.0,0.005,0.5,0.07,0.06,1.9,106.0,4.7,0.03,True
RC.BH31.058,1482.0,rc,Shamkya,An1,498478.0,2143763.0,276.0,57.0,58.0,1.0,0.005,0.6,0.07,0.04,3.7,99.0,3.7,0.04,True
RC.BH31.059,1483.0,rc,Shamkya,An1,498478.0,2143763.0,275.0,58.0,59.0,1.0,0.005,0.3,0.07,0.04,4.9,110.0,2.7,0.02,True
RC.BH32.017,1484.0,rc,Shamkya,An1,498463.0,2143813.0,314.0,17.0,18.0,1.0,0.005,0.8,0.07,0.03,3.4,129.0,3.3,0.02,True
RC.BH32.018,1485.0,rc,Shamkya,An1,498463.0,2143813.0,313.0,18.0,19.0,1.0,0.005,0.8,0.07,0.06,4.3,107.0,2.8,0.02,True
RC.BH32.019,1486.0,rc,Shamkya,An1,498463.0,2143813.0,312.0,19.0,20.0,1.0,0.005,0.5,0.07,0.11,3.5,102.0,2.0,0.02,True
RC.BH32.020,1487.0,rc,Shamkya,An1,498463.0,2143813.0,311.0,20.0,21.0,1.0,0.005,0.7,0.05,0.1,4.7,100.0,2.2,0.02,True
RC.BH32.021,1488.0,rc,Shamkya,An1,498463.0,2143813.0,310.0,21.0,22.0,1.0,0.005,1.0,0.06,0.22,8.4,120.0,2.9,0.02,True
RC.BH32.022,1489.0,rc,Shamkya,An1,498463.0,2143813.0,309.0,22.0,23.0,1.0,0.005,1.8,0.08,0.08,3.2,101.0,2.6,0.02,True
RC.BH32.023,1490.0,rc,Shamkya,An1,498463.0,2143813.0,308.0,23.0,24.0,1.0,0.02,1.1,0.07,0.12,5.0,97.0,2.9,0.02,False
RC.BH32.024,1491.0,rc,Shamkya,An1,498463.0,2143813.0,307.0,24.0,25.0,1.0,0.005,0.3,0.06,0.07,3.5,100.0,3.5,0.01,True
RC.BH32.025,1492.0,rc,Shamkya,An1,498463.0,2143813.0,306.0,25.0,26.0,1.0,0.005,0.5,0.025,0.03,4.2,100.0,3.5,0.02,True
RC.BH32.026,1493.0,rc,Shamkya,An1,498463.0,2143813.0,305.0,26.0,27.0,1.0,0.01,0.6,0.08,0.03,4.4,105.0,3.9,0.02,False
RC.BH32.027,1494.0,rc,Shamkya,An1,498463.0,2143813.0,304.0,27.0,28.0,1.0,0.005,0.8,0.07,0.09,5.6,106.0,5.2,0.03,True
RC.BH32.028,1495.0,rc,Shamkya,An1,498463.0,2143813.0,303.0,28.0,29.0,1.0,0.01,31.7,0.13,0.65,20.7,63.0,3.5,0.06,False
RC.BH32.029,1496.0,rc,Shamkya,An1,498463.0,2143813.0,302.0,29.0,30.0,1.0,0.01,18.8,0.14,1.02,11.3,74.0,2.8,0.06,False
,1497.0,rc,Shamkya,An1,,,,,,,0.005,0.2,0.025,0.02,4.3,4.0,15.8,0.01,True
RC.BH32.030,1498.0,rc,Shamkya,An1,498463.0,2143813.0,301.0,30.0,31.0,1.0,0.01,1.6,0.1,0.16,12.0,47.0,3.4,0.03,False
RC.BH32.031,1499.0,rc,Shamkya,An1,498463.0,2143813.0,300.0,31.0,32.0,1.0,0.02,1.6,0.12,0.33,5.4,31.0,2.6,0.03,False
RC.BH32.032,1500.0,rc,Shamkya,An1,498463.0,2143813.0,299.0,32.0,33.0,1.0,0.02,1.1,0.13,0.26,5.5,61.0,4.8,0.03,False
,1501.0,rc,Shamkya,An1,,,,,,,0.005,15.8,0.16,1.0,11.3,71.0,3.1,0.06,True
RC.BH32.033,1502.0,rc,Shamkya,An1,498463.0,2143813.0,298.0,33.0,34.0,1.0,0.005,0.7,0.12,0.11,6.6,77.0,5.8,0.03,True
RC.BH32.034,1503.0,rc,Shamkya,An1,498463.0,2143813.0,297.0,34.0,35.0,1.0,0.005,0.6,0.08,0.07,5.6,82.0,5.9,0.02,True
RC.BH32.035,1504.0,rc,Shamkya,An1,498463.0,2143813.0,296.0,35.0,36.0,1.0,0.005,1.1,0.12,0.12,6.5,116.0,6.5,0.02,True
RC.BH32.036,1505.0,rc,Shamkya,An1,498463.0,2143813.0,295.0,36.0,37.0,1.0,0.005,0.8,0.11,0.13,7.1,84.0,6.0,0.03,True
RC.BH32.037,1506.0,rc,Shamkya,An1,498463.0,2143813.0,294.0,37.0,38.0,1.0,0.005,1.2,0.09,0.17,11.0,212.0,6.1,0.03,True
RC.BH32.038,1507.0,rc,Shamkya,An1,498463.0,2143813.0,293.0,38.0,39.0,1.0,0.005,2.3,0.09,0.13,15.7,282.0,4.5,0.04,True
RC.BH32.039,1508.0,rc,Shamkya,An1,498463.0,2143813.0,292.0,39.0,40.0,1.0,0.005,0.6,0.07,0.06,7.6,96.0,3.7,0.02,True
RC.BH32.040,1509.0,rc,Shamkya,An1,498463.0,2143813.0,291.0,40.0,41.0,1.0,0.005,0.8,0.07,0.06,5.8,100.0,3.8,0.03,True
RC.BH33.003,1511.0,rc,Shamkya,An1,498873.265,2144331.787,333.948,2.0,3.0,1.0,0.8,12.6,0.6,3.53,327.0,120.0,120.0,1.11,False
RC.BH33.004,1512.0,rc,Shamkya,An1,498873.265,2144331.787,332.948,3.0,4.0,1.0,0.44,12.6,0.57,1.27,317.0,136.0,10.9,0.7,False
RC.BH33.005,1513.0,rc,Shamkya,An1,498873.265,2144331.787,331.948,4.0,5.0,1.0,0.22,47.1,0.54,0.78,87.8,77.0,7.4,0.31,False
RC.BH33.006,1514.0,rc,Shamkya,An1,498873.265,2144331.787,330.948,5.0,6.0,1.0,0.93,40.9,0.75,1.63,96.5,76.0,23.5,0.74,False
RC.BH33.007,1515.0,rc,Shamkya,An1,498873.265,2144331.787,329.948,6.0,7.0,1.0,0.1,5.7,0.26,0.3,106.5,137.0,17.6,0.29,False
RC.BH33.008,1516.0,rc,Shamkya,An1,498873.265,2144331.787,328.948,7.0,8.0,1.0,0.05,1.6,0.09,0.12,30.1,82.0,5.7,0.33,False
RC.BH33.009,1517.0,rc,Shamkya,An1,498873.265,2144331.787,327.948,8.0,9.0,1.0,0.07,1.8,0.23,0.19,44.9,70.0,8.4,0.23,False
RC.BH33.010,1518.0,rc,Shamkya,An1,498873.265,2144331.787,326.948,9.0,10.0,1.0,0.03,2.1,0.13,0.08,62.8,135.0,5.4,0.08,False
RC.BH33.011,1519.0,rc,Shamkya,An1,498873.265,2144331.787,325.948,10.0,11.0,1.0,0.06,2.0,0.1,0.07,67.3,144.0,6.6,0.11,False
RC.BH33.012,1520.0,rc,Shamkya,An1,498873.265,2144331.787,324.948,11.0,12.0,1.0,0.04,2.7,0.14,0.07,86.2,159.0,21.2,0.11,False
RC.BH33.013,1521.0,rc,Shamkya,An1,498873.265,2144331.787,323.948,12.0,13.0,1.0,0.03,1.8,0.11,0.19,46.4,105.0,9.7,0.1,False
RC.BH33.014,1522.0,rc,Shamkya,An1,498873.265,2144331.787,322.948,13.0,14.0,1.0,0.01,0.9,0.15,0.19,28.8,96.0,4.0,0.06,False
RC.BH33.015,1523.0,rc,Shamkya,An1,498873.265,2144331.787,321.948,14.0,15.0,1.0,0.02,1.3,0.16,0.12,66.2,105.0,5.6,0.1,False
RC.BH33.016,1524.0,rc,Shamkya,An1,498873.265,2144331.787,320.948,15.0,16.0,1.0,0.01,2.0,0.26,0.13,20.0,65.0,8.3,0.22,False
RC.BH33.017,1525.0,rc,Shamkya,An1,498873.265,2144331.787,319.948,16.0,17.0,1.0,0.005,2.7,0.24,0.04,8.2,92.0,6.0,0.07,True
,1526.0,rc,Shamkya,An1,,,,,,,0.95,36.3,0.66,1.6,85.9,78.0,20.8,0.77,False
RC.BH33.018,1527.0,rc,Shamkya,An1,498873.265,2144331.787,318.948,17.0,18.0,1.0,0.01,3.2,0.24,0.06,15.6,96.0,6.1,0.12,False
RC.BH33.019,1528.0,rc,Shamkya,An1,498873.265,2144331.787,317.948,18.0,19.0,1.0,0.01,2.1,0.16,0.06,6.2,92.0,4.7,0.07,False
RC.BH33.020,1529.0,rc,Shamkya,An1,498873.265,2144331.787,316.948,19.0,20.0,1.0,0.01,0.8,0.13,0.05,5.0,66.0,4.3,0.06,False
RC.BH33.021,1530.0,rc,Shamkya,An1,498873.265,2144331.787,315.948,20.0,21.0,1.0,0.01,3.4,0.19,0.04,4.9,82.0,4.3,0.07,False
RC.BH33.022,1531.0,rc,Shamkya,An1,498873.265,2144331.787,314.948,21.0,22.0,1.0,0.01,3.3,0.25,0.06,9.1,72.0,5.9,0.11,False
RC.BH33.023,1532.0,rc,Shamkya,An1,498873.265,2144331.787,313.948,22.0,23.0,1.0,0.01,2.9,0.17,0.07,4.4,75.0,5.1,0.06,False
RC.BH33.024,1533.0,rc,Shamkya,An1,498873.265,2144331.787,312.948,23.0,24.0,1.0,0.01,1.9,0.09,0.08,4.5,127.0,5.2,0.04,False
RC.BH33.025,1534.0,rc,Shamkya,An1,498873.265,2144331.787,311.948,24.0,25.0,1.0,0.01,0.6,0.06,0.04,2.7,69.0,5.0,0.02,False
RC.BH33.026,1535.0,rc,Shamkya,An1,498873.265,2144331.787,310.948,25.0,26.0,1.0,0.005,0.6,0.05,0.1,14.4,121.0,4.8,0.02,True
RC.BH33.027,1536.0,rc,Shamkya,An1,498873.265,2144331.787,309.948,26.0,27.0,1.0,0.005,0.7,0.07,0.11,3.3,123.0,3.6,0.01,True
RC.BH33.028,1537.0,rc,Shamkya,An1,498873.265,2144331.787,308.948,27.0,28.0,1.0,0.01,1.1,0.07,0.09,2.0,107.0,2.9,0.01,False
RC.BH33.029,1538.0,rc,Shamkya,An1,498873.265,2144331.787,307.948,28.0,29.0,1.0,0.01,0.6,0.07,0.05,1.4,101.0,4.3,0.03,False
RC.BH33.030,1539.0,rc,Shamkya,An1,498873.265,2144331.787,306.948,29.0,30.0,1.0,0.005,0.5,0.07,0.05,4.4,98.0,4.0,0.03,True
RC.BH33.031,1540.0,rc,Shamkya,An1,498873.265,2144331.787,305.948,30.0,31.0,1.0,0.005,0.9,0.09,0.12,23.1,126.0,3.7,0.03,True
RC.BH33.032,1541.0,rc,Shamkya,An1,498873.265,2144331.787,304.948,31.0,32.0,1.0,0.005,0.6,0.07,0.04,3.8,100.0,2.7,0.02,True
RC.BH33.033,1542.0,rc,Shamkya,An1,498873.265,2144331.787,303.948,32.0,33.0,1.0,0.005,1.0,0.07,0.04,2.0,125.0,2.7,0.02,True
RC.BH33.034,1543.0,rc,Shamkya,An1,498873.265,2144331.787,302.948,33.0,34.0,1.0,0.005,0.7,0.07,0.03,1.6,120.0,2.8,0.02,True
RC.BH33.035,1544.0,rc,Shamkya,An1,498873.265,2144331.787,301.948,34.0,35.0,1.0,0.005,1.3,0.08,0.03,1.4,117.0,3.0,0.02,True
RC.BH33.036,1545.0,rc,Shamkya,An1,498873.265,2144331.787,300.948,35.0,36.0,1.0,0.005,1.4,0.1,0.06,11.2,49.0,5.1,0.03,True
RC.BH34.001,1546.0,rc,Shamkya,An1,498909.748,2144331.658,336.872,0.0,1.0,1.0,1.31,28.1,0.29,3.35,31.4,55.0,26.6,1.4,False
,1547.0,rc,Shamkya,An1,,,,,,,0.005,0.3,0.05,0.03,1.9,3.0,13.0,0.01,True
RC.BH34.002,1548.0,rc,Shamkya,An1,498909.748,2144331.658,335.872,1.0,2.0,1.0,0.15,8.9,0.15,0.49,11.9,99.0,7.4,0.08,False
RC.BH34.003,1549.0,rc,Shamkya,An1,498909.748,2144331.658,334.872,2.0,3.0,1.0,0.01,1.4,0.12,0.19,32.8,121.0,5.3,0.05,False
RC.BH34.004,1550.0,rc,Shamkya,An1,498909.748,2144331.658,333.872,3.0,4.0,1.0,0.01,5.5,0.17,0.38,9.8,62.0,4.5,0.05,False
,1551.0,rc,Shamkya,An1,,,,,,,3.63,28.6,0.32,2.95,31.5,55.0,27.4,0.69,False
RC.BH34.005,1552.0,rc,Shamkya,An1,498909.748,2144331.658,332.872,4.0,5.0,1.0,0.05,22.3,0.35,2.25,19.0,36.0,6.1,0.06,False
RC.BH34.006,1553.0,rc,Shamkya,An1,498909.748,2144331.658,331.872,5.0,6.0,1.0,0.02,3.8,0.13,0.53,26.4,116.0,9.4,0.05,False
RC.BH34.007,1554.0,rc,Shamkya,An1,498909.748,2144331.658,330.872,6.0,7.0,1.0,0.02,1.8,0.15,0.32,11.4,71.0,5.7,0.06,False
RC.BH34.008,1555.0,rc,Shamkya,An1,498909.748,2144331.658,329.872,7.0,8.0,1.0,0.005,1.0,0.11,0.38,12.9,94.0,3.4,0.03,True
RC.BH34.009,1556.0,rc,Shamkya,An1,498909.748,2144331.658,328.872,8.0,9.0,1.0,0.005,0.9,0.1,0.07,5.4,120.0,4.0,0.02,True
RC.BH34.010,1557.0,rc,Shamkya,An1,498909.748,2144331.658,327.872,9.0,10.0,1.0,0.01,1.0,0.1,0.1,9.7,103.0,4.2,0.04,False
RC.BH34.011,1558.0,rc,Shamkya,An1,498909.748,2144331.658,326.872,10.0,11.0,1.0,0.005,0.8,0.11,0.09,6.8,113.0,3.4,0.02,True
RC.BH34.012,1559.0,rc,Shamkya,An1,498909.748,2144331.658,325.872,11.0,12.0,1.0,0.005,1.0,0.11,0.06,12.6,111.0,3.5,0.03,True
RC.BH34.013,1560.0,rc,Shamkya,An1,498909.748,2144331.658,324.872,12.0,13.0,1.0,0.01,1.1,0.1,0.07,7.9,111.0,3.1,0.03,False
RC.BH34.014,1561.0,rc,Shamkya,An1,498909.748,2144331.658,323.872,13.0,14.0,1.0,0.02,1.3,0.14,0.13,20.0,93.0,3.7,0.05,False
RC.BH34.015,1562.0,rc,Shamkya,An1,498909.748,2144331.658,322.872,14.0,15.0,1.0,0.08,3.0,0.15,0.23,40.6,90.0,3.5,0.03,False
RC.BH34.016,1563.0,rc,Shamkya,An1,498909.748,2144331.658,321.872,15.0,16.0,1.0,0.01,5.1,0.18,0.65,47.4,116.0,6.2,0.06,False
RC.BH34.017,1564.0,rc,Shamkya,An1,498909.748,2144331.658,320.872,16.0,17.0,1.0,0.005,1.1,0.1,0.15,10.2,103.0,3.7,0.05,True
RC.BH34.018,1565.0,rc,Shamkya,An1,498909.748,2144331.658,319.872,17.0,18.0,1.0,0.01,1.6,0.13,0.12,7.2,70.0,3.1,0.05,False
RC.BH34.019,1566.0,rc,Shamkya,An1,498909.748,2144331.658,318.872,18.0,19.0,1.0,0.33,13.7,0.36,1.34,60.7,52.0,9.2,0.2,False
RC.BH34.020,1567.0,rc,Shamkya,An1,498909.748,2144331.658,317.872,19.0,20.0,1.0,0.85,22.4,0.63,3.17,247.0,85.0,48.4,0.58,False
RC.BH34.021,1568.0,rc,Shamkya,An1,498909.748,2144331.658,316.872,20.0,21.0,1.0,0.26,16.1,0.3,0.97,169.5,93.0,13.9,0.18,False
RC.BH34.022,1569.0,rc,Shamkya,An1,498909.748,2144331.658,315.872,21.0,22.0,1.0,0.12,2.0,0.28,0.24,44.2,82.0,11.8,0.15,False
RC.BH34.023,1570.0,rc,Shamkya,An1,498909.748,2144331.658,314.872,22.0,23.0,1.0,0.04,2.1,0.18,0.16,27.2,69.0,12.1,0.11,False
RC.BH34.024,1571.0,rc,Shamkya,An1,498909.748,2144331.658,313.872,23.0,24.0,1.0,0.04,2.7,0.16,0.28,54.1,69.0,8.5,0.1,False
RC.BH34.025,1572.0,rc,Shamkya,An1,498909.748,2144331.658,312.872,24.0,25.0,1.0,0.005,0.9,0.14,0.07,10.6,73.0,4.5,0.03,True
RC.BH34.026,1573.0,rc,Shamkya,An1,498909.748,2144331.658,311.872,25.0,26.0,1.0,0.04,1.0,0.2,0.11,3.5,76.0,7.8,0.05,False
RC.BH34.027,1574.0,rc,Shamkya,An1,498909.748,2144331.658,310.872,26.0,27.0,1.0,0.04,2.6,0.19,0.14,4.2,93.0,9.3,0.06,False
RC.BH34.028,1575.0,rc,Shamkya,An1,498909.748,2144331.658,309.872,27.0,28.0,1.0,0.04,2.8,0.34,0.13,4.3,99.0,5.6,0.06,False
,1576.0,rc,Shamkya,An1,,,,,,,0.01,3.9,0.15,0.41,10.9,61.0,5.5,0.03,False
RC.BH34.029,1577.0,rc,Shamkya,An1,498909.748,2144331.658,308.872,28.0,29.0,1.0,0.005,0.8,0.1,0.1,8.8,107.0,3.4,0.03,True
RC.BH34.030,1578.0,rc,Shamkya,An1,498909.748,2144331.658,307.872,29.0,30.0,1.0,0.01,1.1,0.12,0.07,3.5,81.0,5.3,0.02,False
RC.BH35.007,1579.0,rc,Shamkya,An1,498956.423,2144288.232,325.342,8.0,9.0,1.0,,3.4,0.15,1.35,19.7,105.0,8.1,0.02,False
RC.BH35.008,1580.0,rc,Shamkya,An1,498956.423,2144288.232,324.342,9.0,10.0,1.0,,1.3,0.13,0.57,17.7,118.0,6.3,0.02,False
RC.BH35.009,1581.0,rc,Shamkya,An1,498956.423,2144288.232,323.342,10.0,11.0,1.0,0.005,0.5,0.09,0.11,1.9,136.0,4.2,0.01,True
RC.BH35.010,1582.0,rc,Shamkya,An1,498956.423,2144288.232,322.342,11.0,12.0,1.0,0.005,1.1,0.18,0.11,37.9,107.0,4.9,0.02,True
RC.BH35.011,1583.0,rc,Shamkya,An1,498956.423,2144288.232,321.342,12.0,13.0,1.0,0.005,0.8,0.11,0.07,2.3,118.0,4.7,0.01,True
RC.BH35.012,1584.0,rc,Shamkya,An1,498956.423,2144288.232,320.342,13.0,14.0,1.0,0.01,2.2,0.18,0.26,30.3,104.0,8.1,0.04,False
RC.BH35.013,1585.0,rc,Shamkya,An1,498956.423,2144288.232,319.342,14.0,15.0,1.0,,47.5,0.57,8.99,99.1,82.0,10.3,0.35,False
,1586.0,rc,Shamkya,An1,,,,,,,0.02,0.2,0.07,0.24,8.1,3.0,11.5,0.04,False
RC.BH35.014,1587.0,rc,Shamkya,An1,498956.423,2144288.232,318.342,15.0,16.0,1.0,20.6,121.5,0.88,10.2,88.2,52.0,9.4,4.57,False
RC.BH35.015,1588.0,rc,Shamkya,An1,498956.423,2144288.232,317.342,16.0,17.0,1.0,,1.5,0.11,0.38,6.9,82.0,5.6,0.05,False
RC.BH35.016,1589.0,rc,Shamkya,An1,498956.423,2144288.232,316.342,17.0,18.0,1.0,0.02,34.5,0.75,1.44,73.4,56.0,64.3,0.28,False
RC.BH35.017,1590.0,rc,Shamkya,An1,498956.423,2144288.232,315.342,18.0,19.0,1.0,0.005,0.8,0.12,0.55,21.4,91.0,8.6,0.03,True
RC.BH35.018,1591.0,rc,Shamkya,An1,498956.423,2144288.232,314.342,19.0,20.0,1.0,0.005,1.2,0.12,1.07,16.0,99.0,12.3,0.07,True
RC.BH35.019,1592.0,rc,Shamkya,An1,498956.423,2144288.232,313.342,20.0,21.0,1.0,0.03,5.6,0.14,1.67,18.6,38.0,5.9,0.06,False
RC.BH35.020,1593.0,rc,Shamkya,An1,498956.423,2144288.232,312.342,21.0,22.0,1.0,0.005,0.8,0.08,0.55,11.8,76.0,4.4,0.02,True
RC.BH35.021,1594.0,rc,Shamkya,An1,498956.423,2144288.232,311.342,22.0,23.0,1.0,0.005,0.8,0.1,0.7,13.2,84.0,5.3,0.04,True
RC.BH35.022,1595.0,rc,Shamkya,An1,498956.423,2144288.232,310.342,23.0,24.0,1.0,0.01,1.6,0.1,0.77,24.9,39.0,12.4,0.05,False
RC.BH35.023,1596.0,rc,Shamkya,An1,498956.423,2144288.232,309.342,24.0,25.0,1.0,0.005,1.2,0.1,0.83,5.4,77.0,7.5,0.14,True
RC.BH35.024,1597.0,rc,Shamkya,An1,498956.423,2144288.232,308.342,25.0,26.0,1.0,0.005,2.2,0.23,0.85,27.5,90.0,16.0,0.13,True
RC.BH35.025,1598.0,rc,Shamkya,An1,498956.423,2144288.232,307.342,26.0,27.0,1.0,0.005,1.3,0.12,0.74,25.9,101.0,7.9,0.05,True
RC.BH35.026,1599.0,rc,Shamkya,An1,498956.423,2144288.232,306.342,27.0,28.0,1.0,0.005,0.9,0.09,0.25,14.0,127.0,15.8,0.03,True
RC.BH35.027,1600.0,rc,Shamkya,An1,498956.423,2144288.232,305.342,28.0,29.0,1.0,1.75,0.5,0.1,0.47,8.7,82.0,9.0,0.05,False
,1601.0,rc,Shamkya,An1,,,,,,,1.54,39.4,0.61,8.05,84.8,60.0,12.0,0.42,False
RC.BH35.028,1602.0,rc,Shamkya,An1,498956.423,2144288.232,304.342,29.0,30.0,1.0,0.005,0.7,0.1,0.29,14.3,125.0,11.8,0.05,True
RC.BH35.029,1603.0,rc,Shamkya,An1,498956.423,2144288.232,303.342,30.0,31.0,1.0,0.005,1.0,0.13,0.53,15.5,73.0,18.8,0.14,True
RC.BH35.030,1604.0,rc,Shamkya,An1,498956.423,2144288.232,302.342,31.0,32.0,1.0,0.005,0.7,0.1,0.5,3.9,138.0,4.6,0.03,True
RC.BH35.031,1605.0,rc,Shamkya,An1,498956.423,2144288.232,301.342,32.0,33.0,1.0,0.005,1.2,0.12,0.52,15.4,118.0,14.1,0.05,True
RC.BH35.032,1606.0,rc,Shamkya,An1,498956.423,2144288.232,300.342,33.0,34.0,1.0,0.005,0.7,0.08,0.15,5.3,110.0,3.7,0.03,True
RC.BH35.033,1607.0,rc,Shamkya,An1,498956.423,2144288.232,299.342,34.0,35.0,1.0,0.01,3.7,0.08,0.64,29.5,92.0,5.8,0.06,False
RC.BH35.034,1608.0,rc,Shamkya,An1,498956.423,2144288.232,298.342,35.0,36.0,1.0,0.8,10.8,0.14,3.22,37.9,69.0,55.3,0.72,False
RC.BH35.035,1609.0,rc,Shamkya,An1,498956.423,2144288.232,297.342,36.0,37.0,1.0,0.02,2.1,0.12,0.27,16.2,121.0,18.2,0.08,False
RC.BH35.036,1610.0,rc,Shamkya,An1,498956.423,2144288.232,296.342,37.0,38.0,1.0,0.19,3.9,0.16,0.97,20.5,179.0,52.4,0.23,False
RC.BH35.037,1611.0,rc,Shamkya,An1,498956.423,2144288.232,295.342,38.0,39.0,1.0,0.005,1.2,0.1,0.18,11.5,121.0,5.0,0.07,True
RC.BH35.038,1612.0,rc,Shamkya,An1,498956.423,2144288.232,294.342,39.0,40.0,1.0,0.005,0.9,0.08,0.16,12.7,119.0,3.4,0.04,True
RC.BH35.039,1613.0,rc,Shamkya,An1,498956.423,2144288.232,293.342,40.0,41.0,1.0,0.005,0.9,0.08,0.11,7.5,120.0,3.0,0.04,True
RC.BH35.040,1614.0,rc,Shamkya,An1,498956.423,2144288.232,292.342,41.0,42.0,1.0,0.005,1.5,0.18,0.38,43.3,133.0,84.4,0.13,True
RC.BH35.041,1615.0,rc,Shamkya,An1,498956.423,2144288.232,291.342,42.0,43.0,1.0,0.19,10.1,0.24,1.27,60.8,154.0,45.1,0.2,False
RC.BH35.042,1616.0,rc,Shamkya,An1,498956.423,2144288.232,290.342,43.0,44.0,1.0,0.03,5.4,0.23,1.52,68.7,94.0,41.8,0.38,False
RC.BH35.043,1617.0,rc,Shamkya,An1,498956.423,2144288.232,289.342,44.0,45.0,1.0,0.07,3.6,0.22,1.75,19.1,44.0,14.4,0.2,False
RC.BH35.044,1618.0,rc,Shamkya,An1,498956.423,2144288.232,288.342,45.0,46.0,1.0,0.07,4.7,0.23,1.44,77.5,159.0,77.7,0.21,False
RC.BH35.045,1619.0,rc,Shamkya,An1,498956.423,2144288.232,287.342,46.0,47.0,1.0,0.74,22.0,0.26,3.8,77.1,232.0,93.4,0.58,False
RC.BH35.046,1620.0,rc,Shamkya,An1,498956.423,2144288.232,286.342,47.0,48.0,1.0,0.43,24.7,0.18,3.39,80.7,181.0,50.7,0.42,False
RC.BH35.047,1621.0,rc,Shamkya,An1,498956.423,2144288.232,285.342,48.0,49.0,1.0,0.09,4.7,0.12,2.26,28.6,69.0,13.5,0.08,False
RC.BH35.048,1622.0,rc,Shamkya,An1,498956.423,2144288.232,284.342,49.0,50.0,1.0,0.02,1.2,0.13,1.36,11.4,67.0,6.0,0.08,False
